00FR               20251118                                                                                   
0601FRP8Y       20260101005870100000005000 0800000000000450   
0601FRP8Y       20260101005875100000005000 0800000000000450   
0601FRP8Y       20260101005880100000005000 0800000000000450   
0601FRP8Y       20260101005885100000005000 0800000000000450   
0601FRP8Y       20260101005890100000005000 0800000000000450   
0601FRP8Y       20260101005895100000005000 0800000000000450   
0601FRP8Y       20260101005900100000005000 0800000000000450   
0601FRP8Y       20260101005905100000005000 0800000000000450   
0601FRP8Y       20260101005910100000005000 0800000000000450   
0601FRP8Y       20260101005915100000005000 0800000000000450   
0601FRP8Y       20260101005920100000005000 0800000000000450   
0601FRP8Y       20260101005925100000005000 0800000000000450   
0601FRP8Y       20260101005930100000005000 0800000000000450   
0601FRP8Y       20260101005935100000005000 0800000000000450   
0601FRP8Y       20260101005940100000005000 0800000000000450   
0601FRP8Y       20260101005945100000005000 0800000000000450   
0601FRP8Y       20260101005950100000005000 0800000000000450   
0601FRP8Y       20260101005955100000005000 0800000000000450   
0601FRP8Y       20260101005960100000005000 0800000000000450   
0601FRP8Y       20260101005965100000005000 0800000000000450   
0601FRP8Y       20260101005970100000005000 0800000000000450   
0601FRP8Y       20260101005975100000005000 0800000000000450   
0601FRP8Y       20260101005980100000005000 0800000000000450   
0601FRP8Y       20260101005985100000005000 0800000000000450   
0601FRP8Y       20260101005990100000005000 0800000000000450   
0601FRP8Y       20260101005995100000005000 0800000000000450   
0601FRP8Y       20260101006000100000005000 0800000000000450   
0601FRP8Y       20260101006005100000005000 0800000000000450   
0601FRP8Y       20260101006010100000005000 0800000000000450   
0601FRP8Y       20260101006015100000005000 0800000000000450   
0601FRP8Y       20260101006020100000005000 0800000000000450   
0601FRP8Y       20260101006025100000005000 0800000000000450   
0601FRP8Y       20260101006030100000005000 0800000000000450   
0601FRP8Y       20260101006035100000005000 0800000000000450   
0601FRP8Y       20260101006040100000005000 0800000000000450   
0601FRP8Y       20260101006045100000005000 0800000000000450   
0601FRP8Y       20260101006050100000005000 0800000000000450   
0601FRP8Y       20260101006055100000005000 0800000000000450   
0601FRP8Y       20260101006060100000005000 0800000000000450   
0601FRP8Y       20260101006065100000005000 0800000000000450   
0601FRP8Y       20260101006070100000005000 0800000000000450   
0601FRP8Y       20260101006075100000005000 0800000000000450   
0601FRP8Y       20260101006080100000005000 0800000000000450   
0601FRP8Y       20260101006085100000005000 0800000000000450   
0601FRP8Y       20260101006090100000005000 0800000000000450   
0601FRP8Y       20260101006095100000005000 0800000000000450   
0601FRP8Y       20260101006100100000005000 0800000000000450   
0601FRP8Y       20260101006105100000005000 0800000000000450   
0601FRP8Y       20260101006110100000005000 0800000000000450   
0601FRP8Y       20260101006115100000005000 0800000000000450   
0601FRP8Y       20260101006120100000005000 0800000000000450   
0601FRP8Y       20260101006125100000005000 0800000000000450   
0601FRP8Y       20260101006130100000005000 0800000000000450   
0601FRP8Y       20260101006135100000005000 0800000000000450   
0601FRP8Y       20260101006140100000005000 0800000000000450   
0601FRP8Y       20260101006145100000005000 0800000000000450   
0601FRP8Y       20260101006150100000005000 0800000000000450   
0601FRP8Y       20260101006155100000005000 0800000000000450   
0601FRP8Y       20260101006160100000005000 0800000000000450   
0601FRP8Y       20260101006165100000005000 0800000000000450   
0601FRP8Y       20260101006170100000005000 0800000000000450   
0601FRP8Y       20260101006175100000005000 0800000000000450   
0601FRP8Y       20260101006180100000005000 0800000000000450   
0601FRP8Y       20260101006185100000005000 0800000000000450   
0601FRP8Y       20260101006190100000005000 0800000000000450   
0601FRP8Y       20260101006195100000005000 0800000000000450   
0601FRP8Y       20260101006200100000005000 0800000000000450   
0601FRP8Y       20260101006205100000005000 0800000000000450   
0601FRP8Y       20260101006210100000005000 0800000000000450   
0601FRP8Y       20260101006215100000005000 0800000000000450   
0601FRP8Y       20260101006220100000005000 0800000000000450   
0601FRP8Y       20260101006225100000005000 0800000000000450   
0601FRP8Y       20260101006230100000005000 0800000000000450   
0601FRP8Y       20260101006235100000005000 0800000000000450   
0601FRP8Y       20260101006240100000005000 0800000000000450   
0601FRP8Y       20260101006245100000005000 0800000000000450   
0601FRP8Y       20260101006250100000005000 0800000000000450   
0601FRP8Y       20260101006255100000005000 0800000000000450   
0601FRP8Y       20260101006260100000005000 0800000000000450   
0601FRP8Y       20260101006265100000005000 0800000000000450   
0601FRP8Y       20260101006270100000005000 0800000000000450   
0601FRP8Y       20260101006275100000005000 0800000000000450   
0601FRP8Y       20260101006280100000005000 0800000000000450   
0601FRP8Y       20260101006285100000005000 0800000000000450   
0601FRP8Y       20260101006290100000005000 0800000000000450   
0601FRP8Y       20260101006295100000005000 0800000000000450   
0601FRP8Y       20260101006300100000005000 0800000000000450   
0601FRP8Y       20260101006305100000005000 0800000000000450   
0601FRP8Y       20260101006310100000005000 0800000000000450   
0601FRP8Y       20260101006315100000005000 0800000000000450   
0601FRP8Y       20260101006320100000005000 0800000000000450   
0601FRP8Y       20260101006325100000005000 0800000000000450   
0601FRP8Y       20260101006330100000005000 0800000000000450   
0601FRP8Y       20260101006335100000005000 0800000000000450   
0601FRP8Y       20260101006340100000005000 0800000000000450   
0601FRP8Y       20260101006345100000005000 0800000000000450   
0601FRP8Y       20260101006350100000005000 0800000000000450   
0601FRP8Y       20260101006355100000005000 0800000000000450   
0601FRP8Y       20260101006360100000005000 0800000000000450   
0601FRP8Y       20260101006365100000005000 0800000000000450   
0601FRP8Y       20260101006370100000005000 0800000000000450   
0601FRP8Y       20260101006375100000005000 0800000000000450   
0601FRP8Y       20260101006380100000005000 0800000000000450   
0601FRP8Y       20260101006385100000005000 0800000000000450   
0601FRP8Y       20260101006390100000005000 0800000000000450   
0601FRP8Y       20260101006395100000005000 0800000000000450   
0601FRP8Y       20260101006400100000005000 0800000000000450   
0601FRP8Y       20260101006405100000005000 0800000000000450   
0601FRP8Y       20260101006410100000005000 0800000000000450   
0601FRP8Y       20260101006415100000005000 0800000000000450   
0601FRP8Y       20260101006420100000005000 0800000000000450   
0601FRP8Y       20260101006425100000005000 0800000000000450   
0601FRP8Y       20260101006430100000005000 0800000000000450   
0601FRP8Y       20260101006435100000005000 0800000000000450   
0601FRP8Y       20260101006440100000005000 0800000000000450   
0601FRP8Y       20260101006445100000005000 0800000000000450   
0601FRP8Y       20260101006450100000005000 0800000000000450   
0601FRP8Y       20260101006455100000005000 0800000000000450   
0601FRP8Y       20260101006460100000005000 0800000000000450   
0601FRP8Y       20260101006465100000005000 0800000000000450   
0601FRP8Y       20260101006470100000005000 0800000000000450   
0601FRP8Y       20260101006475100000005000 0800000000000450   
0601FRP8Y       20260101006480100000005000 0800000000000450   
0601FRP8Y       20260101006485100000005000 0800000000000450   
0601FRP8Y       20260101006490100000005000 0800000000000450   
0601FRP8Y       20260101006495100000005000 0800000000000450   
0601FRP8Y       20260101006500100000005000 0800000000000450   
0601FRP8Y       20260101006505100000005000 0800000000000450   
0601FRP8Y       20260101006510100000005000 0800000000000450   
0601FRP8Y       20260101006515100000005000 0800000000000450   
0601FRP8Y       20260101006520100000005000 0800000000000450   
0601FRP8Y       20260101006525100000005000 0800000000000450   
0601FRP8Y       20260101006530100000005000 0800000000000450   
0601FRP8Y       20260101006535100000005000 0800000000000450   
0601FRP8Y       20260101006540100000005000 0800000000000450   
0601FRP8Y       20260101006545100000005000 0800000000000450   
0601FRP8Y       20260101006550100000005000 0800000000000450   
0601FRP8Y       20260101006555100000005000 0800000000000450   
0601FRP8Y       20260101006560100000005000 0800000000000450   
0601FRP8Y       20260101006565100000005000 0800000000000450   
0601FRP8Y       20260101006570100000005000 0800000000000450   
0601FRP8Y       20260101006575100000005000 0800000000000450   
0601FRP8Y       20260101006580100000005000 0800000000000450   
0601FRP8Y       20260101006585100000005000 0800000000000450   
0601FRP8Y       20260101006590100000005000 0800000000000450   
0601FRP8Y       20260101006595100000005000 0800000000000450   
0601FRP8Y       20260101006600100000005000 0800000000000450   
0601FRP8Y       20260101006605100000005000 0800000000000450   
0601FRP8Y       20260101006610100000005000 0800000000000450   
0601FRP8Y       20260101006615100000005000 0800000000000450   
0601FRP8Y       20260101006620100000005000 0800000000000450   
0601FRP8Y       20260101006625100000005000 0800000000000450   
0601FRP8Y       20260101006630100000005000 0800000000000450   
0601FRP8Y       20260101006635100000005000 0800000000000450   
0601FRP8Y       20260101006640100000005000 0800000000000450   
0601FRP8Y       20260101006645100000005000 0800000000000450   
0601FRP8Y       20260101006650100000005000 0800000000000450   
0601FRP8Y       20260101006655100000005000 0800000000000450   
0601FRP8Y       20260101006660100000005000 0800000000000450   
0601FRP8Y       20260101006665100000005000 0800000000000450   
0601FRP8Y       20260101006670100000005000 0800000000000450   
0601FRP8Y       20260101006675100000005000 0800000000000450   
0601FRP8Y       20260101006680100000005000 0800000000000450   
0601FRP8Y       20260101006685100000005000 0800000000000450   
0601FRP8Y       20260101006690100000005000 0800000000000450   
0601FRP8Y       20260101006695100000005000 0800000000000450   
0601FRP8Y       20260101006700100000005000 0800000000000450   
0601FRP8Y       20260101006705100000005000 0800000000000450   
0601FRP8Y       20260101006710100000005000 0800000000000450   
0601FRP8Y       20260101006715100000005000 0800000000000450   
0601FRP8Y       20260101006720100000005000 0800000000000450   
0601FRP8Y       20260101006725100000005000 0800000000000450   
0601FRP8Y       20260101006730100000005000 0800000000000450   
0601FRP8Y       20260101006735100000005000 0800000000000450   
0601FRP8Y       20260101006740100000005000 0800000000000450   
0601FRP8Y       20260101006745100000005000 0800000000000450   
0601FRP8Y       20260101006750100000005000 0800000000000450   
0601FRP8Y       20260101006755100000005000 0800000000000450   
0601FRP8Y       20260101006760100000005000 0800000000000450   
0601FRP8Y       20260101006765100000005000 0800000000000450   
0601FRP8Y       20260101006770100000005000 0800000000000450   
0601FRP8Y       20260101006775100000005000 0800000000000450   
0601FRP8Y       20260101006780100000005000 0800000000000450   
0601FRP8Y       20260101006785100000005000 0800000000000450   
0601FRP8Y       20260101006790100000005000 0800000000000450   
0601FRP8Y       20260101006795100000005000 0800000000000450   
