00JU               20251117                                                                                   
0601JUC8Y       20260101010225100000005000 0800000000003260   
0601JUC8Y       20260101010230100000005000 0800000000003260   
0601JUC8Y       20260101010235100000005000 0800000000003260   
0601JUC8Y       20260101010240100000005000 0800000000003261   
0601JUC8Y       20260101010245100000005000 0800000000003261   
0601JUC8Y       20260101010250100000005000 0800000000003261   
0601JUC8Y       20260101010255100000005000 0800000000003261   
0601JUC8Y       20260101010260100000005000 0800000000003261   
0601JUC8Y       20260101010265100000005000 0800000000003261   
0601JUC8Y       20260101010270100000005000 0800000000003262   
0601JUC8Y       20260101010275100000005000 0800000000003262   
0601JUC8Y       20260101010280100000005000 0800000000003262   
0601JUC8Y       20260101010285100000005000 0800000000003262   
0601JUC8Y       20260101010290100000005000 0800000000003262   
0601JUC8Y       20260101010295100000005000 0800000000003262   
0601JUC8Y       20260101010300100000005000 0800000000003263   
0601JUC8Y       20260101010305100000005000 0800000000003263   
0601JUC8Y       20260101010310100000005000 0800000000003263   
0601JUC8Y       20260101010315100000005000 0800000000003263   
0601JUC8Y       20260101010320100000005000 0800000000003263   
0601JUC8Y       20260101010325100000005000 0800000000003263   
0601JUC8Y       20260101010330100000005000 0800000000003263   
0601JUC8Y       20260101010335100000005000 0800000000003263   
0601JUC8Y       20260101010340100000005000 0800000000003264   
0601JUC8Y       20260101010345100000005000 0800000000003264   
0601JUC8Y       20260101010350100000005000 0800000000003264   
0601JUC8Y       20260101010355100000005000 0800000000003264   
0601JUC8Y       20260101010360100000005000 0800000000003264   
0601JUC8Y       20260101010365100000005000 0800000000003264   
0601JUC8Y       20260101010370100000005000 0800000000003265   
0601JUC8Y       20260101010375100000005000 0800000000003265   
0601JUC8Y       20260101010380100000005000 0800000000003265   
0601JUC8Y       20260101010385100000005000 0800000000003265   
0601JUC8Y       20260101010390100000005000 0800000000003265   
0601JUC8Y       20260101010395100000005000 0800000000003265   
0601JUC8Y       20260101010400100000005000 0800000000003265   
0601JUC8Y       20260101010405100000005000 0800000000003266   
0601JUC8Y       20260101010410100000005000 0800000000003266   
0601JUC8Y       20260101010415100000005000 0800000000003266   
0601JUC8Y       20260101010420100000005000 0800000000003266   
0601JUC8Y       20260101010425100000005000 0800000000003266   
0601JUC8Y       20260101010430100000005000 0800000000003266   
0601JUC8Y       20260101010435100000005000 0800000000003267   
0601JUC8Y       20260101010440100000005000 0800000000003267   
0601JUC8Y       20260101010445100000005000 0800000000003267   
0601JUC8Y       20260101010450100000005000 0800000000003267   
0601JUC8Y       20260101010455100000005000 0800000000003267   
0601JUC8Y       20260101010460100000005000 0800000000003267   
0601JUC8Y       20260101010465100000005000 0800000000003267   
0601JUC8Y       20260101010470100000005000 0800000000003268   
0601JUC8Y       20260101010475100000005000 0800000000003268   
0601JUC8Y       20260101010480100000005000 0800000000003268   
0601JUC8Y       20260101010485100000005000 0800000000003268   
0601JUC8Y       20260101010490100000005000 0800000000003268   
0601JUC8Y       20260101010495100000005000 0800000000003268   
0601JUC8Y       20260101010500100000005000 0800000000003268   
0601JUC8Y       20260101010505100000005000 0800000000003268   
0601JUC8Y       20260101010510100000005000 0800000000003269   
0601JUC8Y       20260101010515100000005000 0800000000003269   
0601JUC8Y       20260101010520100000005000 0800000000003269   
0601JUC8Y       20260101010525100000005000 0800000000003269   
0601JUC8Y       20260101010530100000005000 0800000000003269   
0601JUC8Y       20260101010535100000005000 0800000000003269   
0601JUC8Y       20260101010540100000005000 0800000000003270   
0601JUC8Y       20260101010545100000005000 0800000000003270   
0601JUC8Y       20260101010550100000005000 0800000000003270   
0601JUC8Y       20260101010555100000005000 0800000000003270   
0601JUC8Y       20260101010560100000005000 0800000000003270   
0601JUC8Y       20260101010565100000005000 0800000000003270   
0601JUC8Y       20260101010570100000005000 0800000000003270   
0601JUC8Y       20260101010575100000005000 0800000000003271   
0601JUC8Y       20260101010580100000005000 0800000000003271   
0601JUC8Y       20260101010585100000005000 0800000000003271   
0601JUC8Y       20260101010590100000005000 0800000000003271   
0601JUC8Y       20260101010595100000005000 0800000000003271   
0601JUC8Y       20260101010600100000005000 0800000000003271   
0601JUC8Y       20260101010605100000005000 0800000000003272   
0601JUC8Y       20260101010610100000005000 0800000000003272   
0601JUC8Y       20260101010615100000005000 0800000000003272   
0601JUC8Y       20260101010620100000005000 0800000000003272   
0601JUC8Y       20260101010625100000005000 0800000000003272   
0601JUC8Y       20260101010630100000005000 0800000000003272   
0601JUC8Y       20260101010635100000005000 0800000000003272   
0601JUC8Y       20260101010640100000005000 0800000000003272   
0601JUC8Y       20260101010645100000005000 0800000000003273   
0601JUC8Y       20260101010650100000005000 0800000000003273   
0601JUC8Y       20260101010655100000005000 0800000000003273   
0601JUC8Y       20260101010660100000005000 0800000000003273   
0601JUC8Y       20260101010665100000005000 0800000000003273   
0601JUC8Y       20260101010670100000005000 0800000000003273   
0601JUC8Y       20260101010675100000005000 0800000000003273   
0601JUC8Y       20260101010680100000005000 0800000000003274   
0601JUC8Y       20260101010685100000005000 0800000000003274   
0601JUC8Y       20260101010690100000005000 0800000000003274   
0601JUC8Y       20260101010695100000005000 0800000000003274   
0601JUC8Y       20260101010700100000005000 0800000000003274   
0601JUC8Y       20260101010705100000005000 0800000000003274   
0601JUC8Y       20260101010710100000005000 0800000000003274   
0601JUC8Y       20260101010715100000005000 0800000000003274   
0601JUC8Y       20260101010720100000005000 0800000000003275   
0601JUC8Y       20260101010725100000005000 0800000000003275   
0601JUC8Y       20260101010730100000005000 0800000000003275   
0601JUC8Y       20260101010735100000005000 0800000000003275   
0601JUC8Y       20260101010740100000005000 0800000000003275   
0601JUC8Y       20260101010745100000005000 0800000000003275   
0601JUC8Y       20260101010750100000005000 0800000000003276   
0601JUC8Y       20260101010755100000005000 0800000000003276   
0601JUC8Y       20260101010760100000005000 0800000000003276   
0601JUC8Y       20260101010765100000005000 0800000000003276   
0601JUC8Y       20260101010770100000005000 0800000000003276   
0601JUC8Y       20260101010775100000005000 0800000000003276   
0601JUC8Y       20260101010780100000005000 0800000000003276   
0601JUC8Y       20260101010785100000005000 0800000000003276   
0601JUC8Y       20260101010790100000005000 0800000000003277   
0601JUC8Y       20260101010795100000005000 0800000000003277   
0601JUC8Y       20260101010800100000005000 0800000000003277   
0601JUC8Y       20260101010805100000005000 0800000000003277   
0601JUC8Y       20260101010810100000005000 0800000000003277   
0601JUC8Y       20260101010815100000005000 0800000000003277   
0601JUC8Y       20260101010820100000005000 0800000000003277   
0601JUC8Y       20260101010825100000005000 0800000000003278   
0601JUC8Y       20260101010830100000005000 0800000000003278   
0601JUC8Y       20260101010835100000005000 0800000000003278   
0601JUC8Y       20260101010840100000005000 0800000000003278   
0601JUC8Y       20260101010845100000005000 0800000000003278   
0601JUC8Y       20260101010850100000005000 0800000000003278   
0601JUC8Y       20260101010855100000005000 0800000000003278   
0601JUC8Y       20260101010860100000005000 0800000000003279   
0601JUC8Y       20260101010865100000005000 0800000000003279   
0601JUC8Y       20260101010870100000005000 0800000000003279   
0601JUC8Y       20260101010875100000005000 0800000000003279   
0601JUC8Y       20260101010880100000005000 0800000000003279   
0601JUC8Y       20260101010885100000005000 0800000000003279   
0601JUC8Y       20260101010890100000005000 0800000000003279   
0601JUC8Y       20260101010895100000005000 0800000000003280   
0601JUC8Y       20260101010900100000005000 0800000000003280   
0601JUC8Y       20260101010905100000005000 0800000000003280   
0601JUC8Y       20260101010910100000005000 0800000000003280   
0601JUC8Y       20260101010915100000005000 0800000000003280   
0601JUC8Y       20260101010920100000005000 0800000000003280   
0601JUC8Y       20260101010925100000005000 0800000000003280   
0601JUC8Y       20260101010930100000005000 0800000000003281   
0601JUC8Y       20260101010935100000005000 0800000000003281   
0601JUC8Y       20260101010940100000005000 0800000000003281   
0601JUC8Y       20260101010945100000005000 0800000000003281   
0601JUC8Y       20260101010950100000005000 0800000000003281   
0601JUC8Y       20260101010955100000005000 0800000000003281   
0601JUC8Y       20260101010960100000005000 0800000000003281   
0601JUC8Y       20260101010965100000005000 0800000000003281   
0601JUC8Y       20260101010970100000005000 0800000000003282   
0601JUC8Y       20260101010975100000005000 0800000000003282   
0601JUC8Y       20260101010980100000005000 0800000000003282   
0601JUC8Y       20260101010985100000005000 0800000000003282   
0601JUC8Y       20260101010990100000005000 0800000000003282   
0601JUC8Y       20260101010995100000005000 0800000000003282   
0601JUC8Y       20260101011000100000005000 0800000000003282   
0601JUC8Y       20260101011005100000005000 0800000000003283   
0601JUC8Y       20260101011010100000005000 0800000000003283   
0601JUC8Y       20260101011015100000005000 0800000000003283   
0601JUC8Y       20260101011020100000005000 0800000000003283   
0601JUC8Y       20260101011025100000005000 0800000000003283   
0601JUC8Y       20260101011030100000005000 0800000000003283   
0601JUC8Y       20260101011035100000005000 0800000000003283   
0601JUC8Y       20260101011040100000005000 0800000000003283   
0601JUC8Y       20260101011045100000005000 0800000000003284   
0601JUC8Y       20260101011050100000005000 0800000000003284   
0601JUC8Y       20260101011055100000005000 0800000000003284   
0601JUC8Y       20260101011060100000005000 0800000000003284   
0601JUC8Y       20260101011065100000005000 0800000000003284   
0601JUC8Y       20260101011070100000005000 0800000000003284   
0601JUC8Y       20260101011075100000005000 0800000000003284   
0601JUC8Y       20260101011080100000005000 0800000000003284   
0601JUC8Y       20260101011085100000005000 0800000000003285   
0601JUC8Y       20260101011090100000005000 0800000000003285   
0601JUC8Y       20260101011095100000005000 0800000000003285   
0601JUC8Y       20260101011100100000005000 0800000000003285   
0601JUC8Y       20260101011105100000005000 0800000000003285   
0601JUC8Y       20260101011110100000005000 0800000000003285   
0601JUC8Y       20260101011115100000005000 0800000000003285   
0601JUC8Y       20260101011120100000005000 0800000000003286   
0601JUC8Y       20260101011125100000005000 0800000000003286   
0601JUC8Y       20260101011130100000005000 0800000000003286   
0601JUC8Y       20260101011135100000005000 0800000000003286   
0601JUC8Y       20260101011140100000005000 0800000000003286   
0601JUC8Y       20260101011145100000005000 0800000000003286   
0601JUC8Y       20260101011150100000005000 0800000000003286   
